"obs","study","author","year","class","order","family","genus","species","variable","fitness.estimate","treatment","estimated.increase.in.harm","X_C","sd_C","N_C","X_T","sd_T","N_T","SMDH","v_SMDH","logCVR","v_logCVR","logVR","v_logVR","SME_index","Male.measure","Female.measure","SCR.SCI","Sperm.compet","Harm_type","Parental.care","Gestation","depend","shared.control","source","M_lifespan","F_lifespan","SSD","SSD_lnRR"
65,19,"Muhlhauser",2002,"Insecta","Diptera","Sepsidae","Sepsis","Sepsis cynipsea","survival","direct","male access",NA,48.2459016393443,10.6229508196721,36,40.5737704918033,11.2123477831841,173,0.699922738209504,0.0348647247590854,-0.215809155167199,0.0189808033635815,-0.0426200819365168,0.0171926910299003,0,1.36,1.42,"High","yes","both","no","oviparous",1,1,"fig1",19.225,16.243,-0.0599999999999998,-0.0431721718652085
66,19,"Muhlhauser",2002,"Insecta","Diptera","Sepsidae","Sepsis","Sepsis cynipsea","survival","direct","matings",NA,41.8,10.3009708280336,131,37.1,11.0172591872934,42,0.438752335484155,0.0337344145895342,-0.194853252283492,0.0186045291559148,-0.0755738823661707,0.0160412757973734,0,1.36,1.42,"High","yes","both","no","oviparous",1,0,"table1",19.225,16.243,-0.0599999999999998,-0.0431721718652085
67,20,"Blackenhorn",2002,"Insecta","Diptera","Sepsidae","Sepsis","Sepsis cynipsea","fecundity (nº eggs)","direct","nº matings","2x",122.34,106.740081038006,41,134.97,78.7989847650336,22,-0.132962639715539,0.0644792911875868,0.390435570923733,0.0703695084969282,0.292187093216962,0.0363095238095238,0,1.36,1.42,"High","yes","both","no","oviparous",1,0,"table2",19.225,16.243,-0.0599999999999998,-0.0431721718652085
68,20,"Blackenhorn",2002,"Insecta","Diptera","Sepsidae","Sepsis","Sepsis cynipsea","survival","direct","nº matings","NA (0 vs. 1)",27.13,12.5937762406675,28,25.23,12.9343109596144,41,0.147168973116341,0.0604986295767983,-0.0932686474936374,0.0451244790070489,-0.0206622834757636,0.0310185185185185,0,1.36,1.42,"High","yes","both","no","oviparous",0,1,"table4",19.225,16.243,-0.0599999999999998,-0.0431721718652085
69,20,"Blackenhorn",2002,"Insecta","Diptera","Sepsidae","Sepsis","Sepsis cynipsea","survival","direct","nº matings","NA (0 vs. 2",27.13,12.5937762406675,28,21.85,13.5553015458897,22,0.397221312692841,0.0844242694057581,-0.29530519645276,0.0675180004090007,-0.0788659913235188,0.0423280423280423,0,1.36,1.42,"High","yes","both","no","oviparous",0,1,"table5",19.225,16.243,-0.0599999999999998,-0.0431721718652085
70,21,"Blackenhorn",2003,"Insecta","Diptera","Sepsidae","Sepsis","Sepsis cynipsea","survival","direct","nº matings","2x",25.23,12.9343109596144,41,21.85,13.5553015458897,22,0.251972426315151,0.0724495484691469,-0.202036548959123,0.060213822746899,-0.0582037078477553,0.0363095238095238,0,1.36,1.42,"High","yes","both","no","oviparous",1,0,"table6",19.225,16.243,-0.0599999999999998,-0.0431721718652085
71,22,"Martin",2004,"Insecta","Diptera","Sepsidae","Sepsis","Sepsis cynipsea","LRS","direct","male access",NA,40.2,13.4164078649987,20,27.2,11.1803398874989,20,1.03177126599012,0.115010673134791,-0.208328465529069,0.0666485205186912,0.182321556793955,0.0526315789473684,0,1.36,1.42,"High","yes","both","no","oviparous",1,0,"text",19.225,16.243,-0.0599999999999998,-0.0431721718652085
72,22,"Martin",2004,"Insecta","Diptera","Sepsidae","Sepsis","Sepsis cynipsea","survival (longevity)","direct","male access",NA,17.718045112782,1.54675378894723,20,15.281954887218,1.61400395368406,20,1.51045876616029,0.130006956964391,-0.190470519360615,0.0535703545130463,-0.0425596144187891,0.0526315789473684,0,1.36,1.42,"High","yes","both","no","oviparous",1,0,"fig2",19.225,16.243,-0.0599999999999998,-0.0431721718652085
73,23,"Martin",2004,"Insecta","Diptera","Sepsidae","Saltella","Saltella sphondylii","survival (longevity)","direct","nº matings","2x",22.3,6.26099033699941,20,21.4,7.15541752799933,20,0.131204367060513,0.101338936906111,-0.17472714906279,0.062162948991349,-0.133531392624523,0.0526315789473684,0,1,1.01,"High","no","direct","no","oviparous",0,1,"table1",20.41,20.96,-0.01,-0.00995033085316809
74,23,"Martin",2004,"Insecta","Diptera","Sepsidae","Saltella","Saltella sphondylii","survival (longevity)","direct","nº matings","4x",22.3,6.26099033699941,20,20.7,5.99266217969944,20,0.25589117939085,0.101946752391577,-0.0306503555363568,0.0607634706643452,0.0438026226583928,0.0526315789473684,0,1,1.01,"High","no","direct","no","oviparous",0,1,"table1",20.41,20.96,-0.01,-0.00995033085316809
75,23,"Martin",2004,"Insecta","Diptera","Sepsidae","Saltella","Saltella sphondylii","survival (longevity)","direct","nº matings","6x",22.3,6.26099033699941,20,19.45,7.06597480889934,20,0.418434780103031,0.103362632326698,-0.25769221881928,0.0631718930273612,-0.120952610417663,0.0526315789473684,0,1,1.01,"High","no","direct","no","oviparous",0,1,"table1",20.41,20.96,-0.01,-0.00995033085316809
76,23,"Martin",2004,"Insecta","Diptera","Sepsidae","Saltella","Saltella sphondylii","survival (longevity)","direct","nº matings","2x",19.56,6.84236801114936,45,18.2,6.57403985384938,45,0.200963023001529,0.0449064181343437,-0.0320597359102223,0.0283460155741328,0.040005334613699,0.0227272727272727,0,1,1.01,"High","no","direct","no","oviparous",1,0,"table2",20.41,20.96,-0.01,-0.00995033085316809
77,23,"Martin",2004,"Insecta","Diptera","Sepsidae","Saltella","Saltella sphondylii","fecundity (nº eggs)","direct","nº matings","2x",60.26,34.8661827563615,27,40.81,26.9831947700787,32,0.615648747804769,0.0739878610410838,-0.130336519626094,0.0614204680887638,0.259404864658347,0.0353598014888337,0,1,1.01,"High","no","direct","no","oviparous",1,0,"table2",20.41,20.96,-0.01,-0.00995033085316809
78,28,"Jormalainen",2001,"Malacostraca","Isopoda","Idoteidae","Idotea","Idotea balthica","fecundity (nº eggs)","direct","male access",NA,233,60,20,230,63,20,0.0477960490798806,0.101146459349295,-0.0617493088119371,0.0596985855100545,-0.0487901641694321,0.0526315789473684,NA,21,16.35,"Low","no","indirect","no","oviparous",1,0,"table3",410.6,345,4.65,0.25029454038016
79,28,"Jormalainen",2001,"Malacostraca","Isopoda","Idoteidae","Idotea","Idotea balthica","egg mass weight","direct","male access",NA,7.03,1.4,19,6.14,1.91,21,0.520921315250951,0.10343405452239,-0.443215191323071,0.0594730923564729,-0.307853227659548,0.0527777777777778,NA,21,16.35,"Low","no","indirect","no","oviparous",1,0,"table3",410.6,345,4.65,0.25029454038016
80,28,"Jormalainen",2001,"Malacostraca","Isopoda","Idoteidae","Idotea","Idotea balthica","reproductive effort","direct","male access",NA,28.8,2.6,19,24.5,3.3,21,1.41868539246903,0.12642822020882,-0.39733551525844,0.0540706549525027,-0.23563324566722,0.0527777777777778,NA,21,16.35,"Low","no","indirect","no","oviparous",1,0,"table3",410.6,345,4.65,0.25029454038016
81,28,"Jormalainen",2001,"Malacostraca","Isopoda","Idoteidae","Idotea","Idotea balthica","body condition (glycogen)","indirect","male access",NA,95.6,38.1,19,89.6,28.1,19,0.175470895932367,0.106938282101338,0.239627205716484,0.0690916416982626,0.304444705792955,0.0555555555555556,NA,21,16.35,"Low","no","indirect","no","oviparous",1,0,"table3",410.6,345,4.65,0.25029454038016
82,28,"Jormalainen",2001,"Malacostraca","Isopoda","Idoteidae","Idotea","Idotea balthica","body condition (lipid)","indirect","male access",NA,529,94,12,485,126,15,0.383819246600266,0.15026066108793,-0.370086405862031,0.0882996089856636,-0.283246864941214,0.0811688311688312,NA,21,16.35,"Low","no","indirect","no","oviparous",1,0,"table3",410.6,345,4.65,0.25029454038016
83,30,"Gosden",2009,"Insecta","Odonata","Coenagrionidae","Ischnura","Ischnura elegans","fecundity (nº eggs)","direct","male harassment","NA (0 vs. 1)",359.51526032316,556.407579320418,20,202.78276481149,680.070936472735,243,0.251530163893291,0.04720064910847,-0.749067698307171,0.194429541009937,-0.176446355272714,0.0283819051761635,0,29.28,29.57,"High","yes","indirect","no","oviparous",0,1,"fig5",7.25,10.5,-0.289999999999999,-0.00985564477127496
84,30,"Gosden",2009,"Insecta","Odonata","Coenagrionidae","Ischnura","Ischnura elegans","fecundity (nº eggs)","direct","male harassment","NA (0 vs. 2)",359.51526032316,556.407579320418,20,189.856373429085,378.337687479882,63,0.35327906224979,0.0822670253638701,-0.23452356258828,0.217176008460424,0.403965205433798,0.0343803056027165,0,29.28,29.57,"High","yes","indirect","no","oviparous",0,1,"fig5",7.25,10.5,-0.289999999999999,-0.00985564477127496
85,30,"Gosden",2009,"Insecta","Odonata","Coenagrionidae","Ischnura","Ischnura elegans","fecundity (nº eggs)","direct","male harassment","NA (0 vs. 3)",359.51526032316,556.407579320418,20,117.953321364452,223.573677600201,22,0.558943210732298,0.10598779584021,-0.200201326187995,0.333192529468448,0.914266334269913,0.050125313283208,0,29.28,29.57,"High","yes","indirect","no","oviparous",0,1,"fig5",7.25,10.5,-0.289999999999999,-0.00985564477127496
86,30,"Gosden",2009,"Insecta","Odonata","Coenagrionidae","Ischnura","Ischnura elegans","fecundity (nº eggs)","direct","male harassment","NA (0 vs. 4)",359.51526032316,556.407579320418,20,22.6211849192101,186.020495726622,6,0.786405480347248,0.139427947689603,-1.74390976021075,11.5164866089692,1.02196001178028,0.126315789473684,0,29.28,29.57,"High","yes","indirect","no","oviparous",0,1,"fig5",7.25,10.5,-0.289999999999999,-0.00985564477127496
87,31,"Bateman",2006,"Insecta","Orthoptera","Tettigoniidae","Metaplastes","Metaplastes ornatus","survival (longevity)","direct","male access","NA (1h/d vs. constant male)",29.9623588456713,21.3907761728619,24,26.4240903387704,8.82763317407171,22,0.21252610011981,0.0858765900801693,0.757336698979718,0.0718585024689225,0.883002480798291,0.0455486542443064,0,7.15,8.75,"High","yes","indirect","no","oviparous",0,1,"fig1",NA,NA,-1.6,-0.201941343663607
88,31,"Bateman",2006,"Insecta","Orthoptera","Tettigoniidae","Metaplastes","Metaplastes ornatus","survival (longevity)","direct","male access","NA (1h/d vs. 3 males const)",29.9623588456713,21.3907761728619,24,21.2296110414053,11.0395800932437,21,0.504043643172026,0.0901725124826501,0.313667000147415,0.0808525837527753,0.658211934493739,0.0467391304347826,0,7.15,8.75,"High","yes","indirect","no","oviparous",0,1,"fig1",NA,NA,-1.6,-0.201941343663607
89,32,"Stutt",2001,"Insecta","Hemiptera","Cimicidae","Cimex","Cimex lectularius","LRS","direct","male access","NA (estimated >10x)",294.35,66.3441368924188,45,224.71,107.73375515594,45,0.77174553029313,0.048680767138157,-0.754766416374424,0.0289641420238587,-0.484807562883995,0.0227272727272727,0,5.9,6.1,"High","low","direct","no","oviparous",0,0,"text",181.52,200.64,-0.199999999999999,-0.0333364202675917
90,33,"Eldakar",2011,"Insecta","Hemiptera","Gerridae","Gerris","Gerris buenoi","pool fitness (adults produced in pool)","direct","male aggressiveness","2x",17.4165316045381,1.56642520360363,3,5.9805510534846,1.92013412054637,3,5.20742421928632,2.88157956189416,-1.27250608949543,0.537056840142895,-0.203598955241231,0.5,0,7.02,7.79,"High","yes","indirect","no","oviparous",1,0,"fig1",76.6,55,-0.77,-0.104077641844937
91,33,"Eldakar",2011,"Insecta","Hemiptera","Gerridae","Gerris","Gerris buenoi","pool fitness (adults produced in pool)","direct","male aggressiveness","2x",11.9319286871961,1.8190744299913,3,3.967585089141,1.66748489415869,3,3.6417731305685,1.69996713923012,-1.01404889331712,0.566625038081086,0.0870113769896281,0.5,0,7.02,7.79,"High","yes","indirect","no","oviparous",1,0,"fig1",76.6,55,-0.77,-0.104077641844937
92,33,"Eldakar",2011,"Insecta","Hemiptera","Gerridae","Gerris","Gerris buenoi","pool fitness (adults produced in pool)","direct","male aggressiveness","2x",14.0032414910859,4.85086514664347,3,2.77147487844409,2.02119381110144,3,2.41169188567467,1.32894785289889,-0.74444047494749,0.717285318559555,0.875468737353904,0.5,0,7.02,7.79,"High","yes","indirect","no","oviparous",1,0,"fig1",76.6,55,-0.77,-0.104077641844937
93,34,"Backhouse",2012,"Insecta","Hemiptera","Lyctocoridae","Xylocoris","Xylocoris flavipes","fecundity (lifetime nº eggs)","direct","number of matings","3x",16.47,4.30762115325849,21,18.05,5.36161356309833,21,-0.3187489121648,0.0975373483756701,-0.127274011938411,0.0574590058428051,-0.218879152527752,0.05,0,1.93,2.55,"High","no","direct","no","oviparous",1,0,"text",10.5,23.5,-0.62,-0.278573356253541
94,34,"Backhouse",2012,"Insecta","Hemiptera","Lyctocoridae","Xylocoris","Xylocoris flavipes","longevity","direct","number of matings","3x",15.57,2.24546209052836,21,11.9,3.11615147256997,21,1.32576614348845,0.119524408444505,-0.596494992793904,0.0542557159359624,-0.32768740706548,0.05,0,1.93,2.55,"High","no","direct","no","oviparous",1,0,"text",10.5,23.5,-0.62,-0.278573356253541
95,35,"McLain",1999,"Insecta","Hemiptera","Lygaeidae","Neacoryphus","Neacoryphus bicrucis","fecundity (nº eggs)","direct","male access","NA (0 vs 2 males)",109.44,66.49,39,61.36,64.15,31,0.727798455140535,0.0619240490092383,-0.546299599392346,0.0745472865291985,0.0323186974228934,0.0298245614035088,0,4.92,5.45,"High","yes","indirect","no","oviparous",0,NA,"table4",25.74,36.91,-0.53,-0.102307078170936
96,37,"Le Galliard",2008,"Reptilia","Squamata","Lacertidae","Zootoca","Zootoca vivipara","Reproductive success (nº offspring)","direct","OSR","~12x",4.85239085239086,1.40552841789637,6,1.08523908523909,1.34441848668349,6,2.52751408259311,0.613090568163461,-1.45321946239302,0.469763674379639,0.0444517625708357,0.2,1,74.6,81.7,"Low","no","indirect","no","oviparous",0,0,"fig2a",890.6,1157.05,-7.10000000000001,-0.0909134946562421
97,38,"Credland",1989,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","Reproductive success (nº hatched offspring)","direct","male access","NA (0 vs 1 male)",85.746,12.6491106406735,10,83.3568,13.2815661727072,10,0.176418734726339,0.2045917856483,-0.0770494123448459,0.11582600821326,-0.0487901641694321,0.111111111111111,0,1.84,1.93,"High","yes","both","no","oviparous",0,1,"table6",13,20,-0.0899999999999999,-0.0477544312958999
98,38,"Credland",1989,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","Reproductive success (nº hatched offspring)","direct","male access","NA (0 vs 5 male)",85.746,12.6491106406735,10,79.288,9.80306074652198,10,0.546529289990589,0.211879880901343,0.176589605005485,0.114815929637937,0.25489224962879,0.111111111111111,0,1.84,1.93,"High","yes","both","no","oviparous",0,1,"table6",13,20,-0.0899999999999999,-0.0477544312958999
99,38,"Credland",1989,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","Reproductive success (nº hatched offspring)","direct","male access","NA (0 vs 10 male)",85.746,12.6491106406735,10,84.6978,16.4438438328756,10,0.0684271125911013,0.203924166890165,-0.2746640749005,0.117056593182938,-0.262364264467491,0.111111111111111,0,1.84,1.93,"High","yes","both","no","oviparous",0,1,"table6",13,20,-0.0899999999999999,-0.0477544312958999
100,39,"den Hollander",2009,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","Reproductive success (nº offspring)","direct","male access","NA (0 vs 1 male)",71.4762516046213,17.2803742180807,26,69.1655969191271,18.8513173288153,26,0.125853139459043,0.0777589267208607,-0.119873041473631,0.0451051964613341,-0.0870113769896303,0.04,0,1.84,1.93,"High","yes","both","no","oviparous",0,1,"fig2",13,20,-0.0899999999999999,-0.0477544312958999
101,39,"den Hollander",2009,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","Reproductive success (nº offspring)","direct","male access","NA (0 vs 4 males)",71.4762516046213,17.2803742180807,26,51.4505776636714,14.7753474402445,23,1.22563008414713,0.097513470572618,-0.174859491126339,0.0485609835888166,0.153884068123216,0.0427272727272727,0,1.84,1.93,"High","yes","both","no","oviparous",0,1,"fig2",13,20,-0.0899999999999999,-0.0477544312958999
102,40,"Zajitschek",2018,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","LRS","direct","male access","NA (0 vs 4 males)",40.0896860986548,18.9509506578731,41,37.9372197309418,24.7299557877867,33,0.0966808723096289,0.0567434229675696,-0.324472612389771,0.0464518208101159,-0.26928619682248,0.028125,0,1.84,1.93,"High","yes","both","no","oviparous",0,0,"fig1",13,20,-0.0899999999999999,-0.0477544312958999
103,41,"García-Roa",2019,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","LRS","direct","OSR","3x",93.3688415446072,46.8893711093077,50,45.832223701731,36.7205918325904,50,1.12012192632041,0.0468577912294826,-0.467116931368681,0.0382904597408951,0.244453337900961,0.0204081632653061,0,0.77,0.86,"High","yes","both","no","oviparous",0,0,"fig1",52.19,55.25,-0.09,-0.110541874399824
104,42,"Londoño",NA,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","LRS","direct","OSR","3x",125.47,78.2109558842621,73,80.676,50.2198526481311,71,0.677951760171339,0.0295739454750481,0.00117535336679123,0.0248676346616851,0.4428009062635,0.0140873015873016,0,0.77,0.86,"High","yes","both","no","oviparous",0,0,"fig",52.19,55.25,-0.09,-0.110541874399824
105,43,"Friberg",2003,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","LRS","direct","OSR","2x",1379,539.988888774575,33,1234,516,36,0.271466467351036,0.0591448029058254,-0.0643165900920018,0.0394142104780419,0.046781083235967,0.0299107142857143,0,0.77,0.86,"High","yes","both","no","oviparous",0,0,"text",52.19,55.25,-0.09,-0.110541874399824
106,43,"Friberg",2003,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","LRS","direct","OSR","2x",1214,480,36,957,431.873824166272,35,0.556746708873569,0.0588531866770072,-0.132640116224878,0.0391527691463614,0.105232463941612,0.0289915966386555,0,0.77,0.86,"High","yes","both","no","oviparous",0,0,"text",52.19,55.25,-0.09,-0.110541874399824
107,44,"Linder",2004,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","LRS","direct","Male access (0 vs. 1:1)",NA,40.256,3.029032848947,35,34.112,2.27177463671034,35,2.26941913329604,0.0974664132234806,0.122072239917146,0.0297002483676709,0.287682072451742,0.0294117647058824,0,0.77,0.86,"High","yes","both","no","oviparous",0,0,"fig1",52.19,55.25,-0.09,-0.110541874399824
108,45,"Long",2009,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","LRS","direct","Male access (0 vs. 3:1)","> 3x",27.3,11.2429978208661,50,16.5,7.4953318805774,50,1.12165614206057,0.047447929567042,-0.0980612131762147,0.0279273547409412,0.405465108108164,0.0204081632653061,0,0.77,0.86,"High","yes","both","no","oviparous",0,0,"text",52.19,55.25,-0.09,-0.110541874399824
109,45,"Long",2009,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","LRS","direct","Male access (0 vs. 3:1)","> 3x",18.42,7.56604255869606,50,12.62,5.09116882454314,50,0.892537000261043,0.0447621811216591,0.0180085417317572,0.0270374637969595,0.396162715445851,0.0204081632653061,0,0.77,0.86,"High","yes","both","no","oviparous",0,0,"text",52.19,55.25,-0.09,-0.110541874399824
110,46,"Yun",2017,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","LRS","direct","male access (intermittent vs. continuous)",NA,23.647226173542,3.36619048825012,35,17.524893314367,3.77013334684017,35,1.69410475898162,0.0784283387696501,-0.41295216155851,0.0313130392388687,-0.113328685307011,0.0294117647058824,0,0.77,0.86,"High","yes","both","no","oviparous",0,0,"fig2",52.19,55.25,-0.09,-0.110541874399824
111,47,"Filice",2016,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","fecundity (nº eggs)","direct","male access (short vs. long-term, 2:1)",NA,17.63,2.33,26,10.23,2,26,3.3567083282348,0.189414762964519,-0.39155632942858,0.042141851584749,0.152721087017664,0.04,0,0.77,0.86,"High","yes","both","no","oviparous",0,0,"fig1",52.19,55.25,-0.09,-0.110541874399824
112,48,"Diaz",2010,"Secernentea (Phylum Nematoda)","Rhabditida","Rhabditidae","Caenorhabditis","Caenorhabditis brenneri","lifespan","direct","male access (1 vs. 2)","2x",15.8484107579462,2.97413442484079,5,14.2053789731051,2.71171079911955,5,0.521151393503135,0.421386427776309,-0.0170752137245256,0.26433140343591,0.0923733201310118,0.25,0,NA,NA,"hermaphrodite","hermaphrodite","both","no","oviparous",1,1,"fig1",NA,NA,NA,NA
113,48,"Diaz",2010,"Secernentea (Phylum Nematoda)","Rhabditida","Rhabditidae","Caenorhabditis","Caenorhabditis brenneri","lifespan","direct","male access (1 vs. 4)","4x",15.8484107579462,2.97413442484079,5,9.39364303178484,4.9860488887037,5,1.41933865200573,0.533198107580937,-1.03972678359138,0.313390897080979,-0.516690743218392,0.25,0,NA,NA,"hermaphrodite","hermaphrodite","both","no","oviparous",2,1,"fig1",NA,NA,NA,NA
114,48,"Diaz",2010,"Secernentea (Phylum Nematoda)","Rhabditida","Rhabditidae","Caenorhabditis","Caenorhabditis brenneri","lifespan","direct","male access (1 vs. 8)","8x",15.8484107579462,2.97413442484079,5,6.96821515892421,4.19877801153994,5,2.20324528690483,0.681879797175095,-1.16655059673052,0.329659424201722,-0.344840486291729,0.25,0,NA,NA,"hermaphrodite","hermaphrodite","both","no","oviparous",3,1,"fig1",NA,NA,NA,NA
115,48,"Diaz",2010,"Secernentea (Phylum Nematoda)","Rhabditida","Rhabditidae","Caenorhabditis","Caenorhabditis brenneri","lifespan","direct","male access (1 vs. 16)","16x",15.8484107579462,2.97413442484079,5,4.58190709046455,2.27433808958414,5,3.84153500612524,1.21061984659362,-0.972689934308448,0.306320724004871,0.268263986594676,0.25,0,NA,NA,"hermaphrodite","hermaphrodite","both","no","oviparous",4,1,"fig1",NA,NA,NA,NA
116,48,"Diaz",2010,"Secernentea (Phylum Nematoda)","Rhabditida","Rhabditidae","Caenorhabditis","Caenorhabditis brenneri","reproductive success (lifetime nº larvae)","direct","male access (1 vs. 2)","2x",166.981132075472,82.2704255872565,5,240.566037735849,199.347569692198,5,-0.43559764831727,0.421957136851171,-0.519924375785455,0.43588490759029,-0.88503818837005,0.25,0,NA,NA,"hermaphrodite","hermaphrodite","both","no","oviparous",1,2,"fig1",NA,NA,NA,NA
117,48,"Diaz",2010,"Secernentea (Phylum Nematoda)","Rhabditida","Rhabditidae","Caenorhabditis","Caenorhabditis brenneri","reproductive success (lifetime nº larvae)","direct","male access (1 vs. 4)","4x",166.98,82.2649408922173,5,384.905660377359,294.274983831341,5,-0.910491084333433,0.48052334339161,-0.439445402506431,0.415447107490363,-1.27456962402076,0.25,0,NA,NA,"hermaphrodite","hermaphrodite","both","no","oviparous",2,2,"fig1",NA,NA,NA,NA
118,48,"Diaz",2010,"Secernentea (Phylum Nematoda)","Rhabditida","Rhabditidae","Caenorhabditis","Caenorhabditis brenneri","reproductive success (lifetime nº larvae)","direct","male access (1 vs. 8)","8x",166.978867924528,82.2594561971781,5,300,155.048109760598,5,-0.967518461729631,0.470099765159868,-0.0479418926918436,0.351959674421522,-0.633857102312156,0.25,0,NA,NA,"hermaphrodite","hermaphrodite","both","no","oviparous",3,2,"fig1",NA,NA,NA,NA
119,48,"Diaz",2010,"Secernentea (Phylum Nematoda)","Rhabditida","Rhabditidae","Caenorhabditis","Caenorhabditis brenneri","reproductive success (lifetime nº larvae)","direct","male access (1 vs. 16)","16x",166.977735849056,82.2539715021389,5,86.3207547169812,151.883862622627,5,0.596133024690305,0.430940236639469,-1.27309491399153,0.917720214060361,-0.613304492889076,0.25,0,NA,NA,"hermaphrodite","hermaphrodite","both","no","oviparous",4,2,"fig1",NA,NA,NA,NA
120,49,"Fan",2015,"Insecta","Coleoptera","Chrysomelidae","Galerucella","Galerucella birmanica","Lifespan","direct","male access","NA (C vs. 1 male)",32.6294820717131,7.64940239043825,9,33.9043824701195,6.5513322043329,10,-0.170983826206483,0.21815725223112,0.200231596114081,0.127895822549048,0.161903551393775,0.118055555555556,0,NA,NA,"High","yes","indirect","no","oviparous",1,1,"fig2",16.19,21.43,NA,NA
121,49,"Fan",2015,"Insecta","Coleoptera","Chrysomelidae","Galerucella","Galerucella birmanica","Lifespan","direct","male access","NA (C vs. 2 males)",32.6294820717131,7.64940239043825,9,29.4422310756972,8.12749003984065,9,0.38457249328729,0.230903151560137,-0.163410784721303,0.139573485034046,-0.060624621816436,0.125,0,NA,NA,"High","yes","indirect","no","oviparous",2,1,"fig2",16.19,21.43,NA,NA
122,49,"Fan",2015,"Insecta","Coleoptera","Chrysomelidae","Galerucella","Galerucella birmanica","Lifespan","direct","male access","NA (C vs. 4 males)",32.6294820717131,7.64940239043825,9,21.6334661354582,3.79470307563049,7,1.72151778085515,0.353298881958749,0.269213261791552,0.156335300506063,0.680188025710683,0.145833333333333,0,NA,NA,"High","yes","indirect","no","oviparous",3,1,"fig2",16.19,21.43,NA,NA
123,49,"Fan",2015,"Insecta","Coleoptera","Chrysomelidae","Galerucella","Galerucella birmanica","LRS","direct","male access","NA (C vs. 1 male)",644.262295081967,137.704918032787,9,434.426229508197,145.153728663466,10,1.41659013283629,0.268566319126727,-0.439815599267505,0.134295780164936,-0.0457358133844665,0.118055555555556,0,NA,NA,"High","yes","indirect","no","oviparous",1,2,"fig2",16.19,21.43,NA,NA
124,49,"Fan",2015,"Insecta","Coleoptera","Chrysomelidae","Galerucella","Galerucella birmanica","LRS","direct","male access","NA (C vs. 2 males)",644.262295081967,137.704918032787,9,313.114754098361,98.3606557377051,9,2.63525102934122,0.444184664121915,-0.385063947201419,0.141040720981529,0.336472236621211,0.125,0,NA,NA,"High","yes","indirect","no","oviparous",2,2,"fig2",16.19,21.43,NA,NA
125,49,"Fan",2015,"Insecta","Coleoptera","Chrysomelidae","Galerucella","Galerucella birmanica","LRS","direct","male access","NA (C vs. 4 males)",644.262295081967,137.704918032787,9,221.311475409836,95.4205390875751,7,3.37493406527007,0.627152852276088,-0.722548895806821,0.177466369896843,0.345985937624011,0.145833333333333,0,NA,NA,"High","yes","indirect","no","oviparous",3,2,"fig2",16.19,21.43,NA,NA
126,50,"Helinski",2012,"Insecta","Diptera","Culicidae","Aedes","Aedes aegypti","Mean fecundity (nº eggs per blood meal)","direct","Male access and hability to mate","NA (2F vs 2M)",52.7991452991453,10.9668478169883,21,48.3119658119658,14.1557692291565,53,0.350672308929528,0.0611383123215011,-0.328676491462129,0.0382896864465668,-0.239860757751489,0.0346153846153846,0,2.11,2.88,"Low","no","both","no","oviparous",0,1,"fig2",29.1,60.95,-0.77,-0.31110234665988
127,50,"Helinski",2012,"Insecta","Diptera","Culicidae","Aedes","Aedes aegypti","Mean fecundity (nº eggs per blood meal)","direct","Male access and hability to mate","NA (2F vs 2TM)",52.7991452991453,10.9668478169883,21,46.965811965812,15.2446745544763,53,0.43469051359334,0.0595214881129943,-0.431043800930258,0.038657721120731,-0.313968729905216,0.0346153846153846,0,2.11,2.88,"Low","no","indirect","no","oviparous",0,1,"fig2",29.1,60.95,-0.77,-0.31110234665988
128,50,"Helinski",2012,"Insecta","Diptera","Culicidae","Aedes","Aedes aegypti","Mean fecundity (nº eggs per blood meal)","direct","Male access and hability to mate","NA (10F vs 10M)",46.517094017094,15.7051282051282,25,46.3675213675214,13.0668639038369,53,0.010251096509627,0.0636975693252214,0.19190507761137,0.0365066632832078,0.195125692311411,0.0304487179487179,0,2.11,2.88,"Low","no","both","no","oviparous",0,2,"fig2",29.1,60.95,-0.77,-0.31110234665988
