"obs","study","author","year","class","order","family","genus","species","variable","fitness.estimate","treatment","estimated.increase.in.harm","SMDH","v_SMDH","logCVR","v_logCVR","logVR","v_logVR","SME_index","Male.measure","Female.measure","SCR.SCI","Sperm.compet","Harm_type","Parental.care","Gestation","depend","shared.control","source","M_lifespan","F_lifespan","SSD","SSD_lnRR","species2","zSSD","sex_life","inv_n_eff","geary_control","geary_trt","geary_test","trt","mean","obs2","name.y","sd","name","n","study.obs","lnSD","v_lnSD","lnX","v_lnX"
25,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","immune response","indirect","male harassment",NA,0.734881575037564,0.0441462559070163,-0.209850247750738,0.0294010366144894,0.117910147855163,0.0210736468500444,1,27,44,"High","yes","indirect","no","viviparous",4,6,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0412765957446809,35.2750299109034,27.7361153971716,"pass","X_C",0.38952,43,"sd_C",0.155385792432243,"N_C",50,"25_6",-1.85164018938547,0.0102040816326531,-0.942840067107692,0.00318268081659431
25,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","immune response","indirect","male harassment",NA,0.734881575037564,0.0441462559070163,-0.209850247750738,0.0294010366144894,0.117910147855163,0.0210736468500444,1,27,44,"High","yes","indirect","no","viviparous",4,6,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0412765957446809,35.2750299109034,27.7361153971716,"pass","X_T",0.280663043478261,44,"sd_T",0.138011273869115,"N_T",47,"25_6",-1.96955033724064,0.0108695652173913,-1.27060046271359,0.00514470894785074
26,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","reproductive success (nº offspring)","direct","OSR","3x",-0.370365325734305,0.20815010625354,-0.420566469327308,0.130296532418156,-0.543615446588979,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",1,1,"fig1",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,25.6639566395664,16.852871754524,"pass","X_C",77.3061224489796,45,"sd_C",18.5864482883366,"N_C",10,"26_7",2.9779882840779,0.0555555555555556,4.34777315619534,0.00578049506639653
26,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","reproductive success (nº offspring)","direct","OSR","3x",-0.370365325734305,0.20815010625354,-0.420566469327308,0.130296532418156,-0.543615446588979,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",1,1,"fig1",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,25.6639566395664,16.852871754524,"pass","X_T",87.4285714285714,46,"sd_T",32.0099942743574,"N_T",10,"26_7",3.52160373066688,0.0555555555555556,4.47082213345701,0.0134049262406487
27,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","mortality","direct","OSR","3x",-0.201889593501145,0.204835370656276,0.174353387144778,0.250343764172336,0,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",1,2,"text",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,6.82926829268292,8.130081300813,"pass","X_C",21,47,"sd_C",18.9736659610103,"N_C",10,"27_7",2.99860757128063,0.0555555555555556,3.04452243772342,0.0816326530612247
27,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","mortality","direct","OSR","3x",-0.201889593501145,0.204835370656276,0.174353387144778,0.250343764172336,0,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",1,2,"text",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,6.82926829268292,8.130081300813,"pass","X_T",25,48,"sd_T",18.9736659610103,"N_T",10,"27_7",2.99860757128063,0.0555555555555556,3.2188758248682,0.0576000000000002
28,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","female growth (BC)","indirect","OSR","3x",-1.06927616050205,0.233870634607276,-0.053002563702772,0.113757304331921,-0.18232155679395,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",1,3,"fig1",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,55.1219512195121,52.276422764228,"pass","X_C",8.69230769230769,49,"sd_C",0.973008510821041,"N_C",10,"28_7",0.0281931057109335,0.0555555555555556,2.1624384612508,0.00125303469339808
28,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","female growth (BC)","indirect","OSR","3x",-1.06927616050205,0.233870634607276,-0.053002563702772,0.113757304331921,-0.18232155679395,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",1,3,"fig1",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,55.1219512195121,52.276422764228,"pass","X_T",9.89230769230769,50,"sd_T",1.16761021298524,"N_T",10,"28_7",0.21051466250488,0.0555555555555556,2.29175745434198,0.00139315852741207
29,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","reproductive success (nº offspring)","direct","OSR","3x",-1.19588225128975,0.243830441822108,-0.0217740494823553,0.122425774138687,-0.325422400434624,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",2,1,"fig1",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,26.2288930581613,25.6639566395664,"pass","X_C",57.0612244897959,51,"sd_C",13.4235459860209,"N_C",10,"29_7",2.65256588364327,0.0555555555555556,4.04412480524307,0.00553416796117898
29,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","reproductive success (nº offspring)","direct","OSR","3x",-1.19588225128975,0.243830441822108,-0.0217740494823553,0.122425774138687,-0.325422400434624,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",2,1,"fig1",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,26.2288930581613,25.6639566395664,"pass","X_T",77.3061224489796,52,"sd_T",18.5864482883366,"N_T",10,"29_7",2.9779882840779,0.0555555555555556,4.34777315619534,0.00578049506639653
30,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","mortality","direct","OSR","3x",0.882600824019634,0.224105553344411,-0.490206336563255,0.223368764172336,0.154150679827258,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",2,2,"text",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,11.1498257839721,6.82926829268292,"pass","X_C",40,53,"sd_C",22.1359436211787,"N_C",10,"30_7",3.15275825110789,0.0555555555555556,3.68887945411394,0.0306250000000001
30,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","mortality","direct","OSR","3x",0.882600824019634,0.224105553344411,-0.490206336563255,0.223368764172336,0.154150679827258,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",2,2,"text",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,11.1498257839721,6.82926829268292,"pass","X_T",21,54,"sd_T",18.9736659610103,"N_T",10,"30_7",2.99860757128063,0.0555555555555556,3.04452243772342,0.0816326530612247
31,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","female growth (BC)","indirect","OSR","3x",-0.331395469957144,0.20683231631993,0.347214752687782,0.114873430847587,0.300104592450339,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",2,3,"fig1",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,38.9521228545617,55.1219512195121,"pass","X_C",8.29230769230769,55,"sd_C",1.31356148960841,"N_C",10,"31_7",0.328297698161275,0.0555555555555556,2.11532830101336,0.00250928504307781
31,7,"Smith",2006,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","female growth (BC)","indirect","OSR","3x",-0.331395469957144,0.20683231631993,0.347214752687782,0.114873430847587,0.300104592450339,0.111111111111111,1,40,64,"Low","no","indirect","no","viviparous",2,3,"fig1",365,540,-24,-0.470003629245736,"Gambusia affinis",-1.71104517539737,-0.391671785975829,0.2,38.9521228545617,55.1219512195121,"pass","X_T",8.69230769230769,56,"sd_T",0.973008510821041,"N_T",10,"31_7",0.0281931057109335,0.0555555555555556,2.1624384612508,0.00125303469339808
32,8,"Fox",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success","direct","male harassment",NA,-1.09663292924211,0.0686955145558679,1.02846294065213,0.382654264398226,-2.56427265290891,0.027027027027027,1,27,44,"High","yes","indirect","no","viviparous",0,0,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0526315789473684,3.53842194647485,9.89613018755751,"pass","X_C",0.0789473684210526,57,"sd_C",0.273276312733094,"N_C",38,"32_8",-1.28375834759303,0.0135135135135135,-2.53897387105828,0.315315315315316
32,8,"Fox",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success","direct","male harassment",NA,-1.09663292924211,0.0686955145558679,1.02846294065213,0.382654264398226,-2.56427265290891,0.027027027027027,1,27,44,"High","yes","indirect","no","viviparous",0,0,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0526315789473684,3.53842194647485,9.89613018755751,"pass","X_T",2.86842105263158,58,"sd_T",3.55018882353996,"N_T",38,"32_8",1.28051430531588,0.0135135135135135,1.05376172250276,0.040311922055883
33,8,"Fox",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success","direct","male harassment",NA,-1.13204615477953,0.0641159406956321,0.772844103774727,0.178217194294498,-1.21674110878325,0.0259784075573549,1,27,44,"High","yes","indirect","no","viviparous",0,0,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0506410256410256,5.59785297170811,12.2767594629754,"pass","X_C",0.41025641025641,59,"sd_C",0.909538596673835,"N_C",39,"33_8",-0.0816599499430939,0.0131578947368421,-0.890972923889866,0.126027960526316
33,8,"Fox",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success","direct","male harassment",NA,-1.13204615477953,0.0641159406956321,0.772844103774727,0.178217194294498,-1.21674110878325,0.0259784075573549,1,27,44,"High","yes","indirect","no","viviparous",0,0,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0506410256410256,5.59785297170811,12.2767594629754,"pass","X_T",3,60,"sd_T",3.07179059115322,"N_T",40,"33_8",1.13508115884016,0.0128205128205128,1.09861228866811,0.0262108262108263
34,9,"Makowicz",2013,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia latipinna","female weight (BC)","indirect","OSR","3x",-0.37675410946032,0.207726410074376,0.469308729013163,0.149011136103471,0.303380981994885,0.111111111111111,1,33,36,"High","yes","indirect","no","viviparous",0,1,"text",540,730,-3,-0.0870113769896298,"Poecilia latipinna",0.395776677194439,-0.301475394584117,0.2,11.8215987296014,18.9014188023649,"pass","X_C",2.05,61,"sd_C",1.07,"N_C",10,"34_9",0.12321420402937,0.0555555555555556,0.717839793150317,0.0272433075550268
34,9,"Makowicz",2013,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia latipinna","female weight (BC)","indirect","OSR","3x",-0.37675410946032,0.207726410074376,0.469308729013163,0.149011136103471,0.303380981994885,0.111111111111111,1,33,36,"High","yes","indirect","no","viviparous",0,1,"text",540,730,-3,-0.0870113769896298,"Poecilia latipinna",0.395776677194439,-0.301475394584117,0.2,11.8215987296014,18.9014188023649,"pass","X_T",2.42,62,"sd_T",0.79,"N_T",10,"34_9",-0.180166777965514,0.0555555555555556,0.883767540168595,0.0106567174373335
35,9,"Makowicz",2013,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia latipinna","female weight (BC)","indirect","OSR","6x",-0.0655435699250303,0.203909350344982,-0.125170885918555,0.173347475599286,-0.163453072489572,0.111111111111111,1,33,36,"High","yes","indirect","no","viviparous",0,1,"text",540,730,-3,-0.0870113769896298,"Poecilia latipinna",0.395776677194439,-0.301475394584117,0.2,11.8215987296014,10.4307416432964,"pass","X_C",2.05,63,"sd_C",1.07,"N_C",10,"35_9",0.12321420402937,0.0555555555555556,0.717839793150317,0.0272433075550268
35,9,"Makowicz",2013,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia latipinna","female weight (BC)","indirect","OSR","6x",-0.0655435699250303,0.203909350344982,-0.125170885918555,0.173347475599286,-0.163453072489572,0.111111111111111,1,33,36,"High","yes","indirect","no","viviparous",0,1,"text",540,730,-3,-0.0870113769896298,"Poecilia latipinna",0.395776677194439,-0.301475394584117,0.2,11.8215987296014,10.4307416432964,"pass","X_T",2.13,64,"sd_T",1.26,"N_T",10,"35_9",0.286667276518942,0.0555555555555556,0.756121979721334,0.0349930569331482
36,10,"Gasparini",2012,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia reticulata","female weight (BC)","indirect","male harassment","NA (8x)",-0.224331046468355,0.065558478910515,-0.644357016390514,0.0362259070294785,-0.693147180559945,0.0333333333333333,1,20.1,22.7,"High","yes","indirect","no","viviparous",1,0,"text",540,730,-2.6,-0.121645109422327,"Poecilia reticulata",0.205258190472595,-0.301475394584117,0.0645161290322581,79.36,41.6640000000002,"pass","X_C",0.4,65,"sd_C",0.0556776436283002,"N_C",31,"36_10",-2.87150991707885,0.0166666666666667,-0.916290731874155,0.000624999999999999
36,10,"Gasparini",2012,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia reticulata","female weight (BC)","indirect","male harassment","NA (8x)",-0.224331046468355,0.065558478910515,-0.644357016390514,0.0362259070294785,-0.693147180559945,0.0333333333333333,1,20.1,22.7,"High","yes","indirect","no","viviparous",1,0,"text",540,730,-2.6,-0.121645109422327,"Poecilia reticulata",0.205258190472595,-0.301475394584117,0.0645161290322581,79.36,41.6640000000002,"pass","X_T",0.42,66,"sd_T",0.1113552872566,"N_T",31,"36_10",-2.17836273651891,0.0166666666666667,-0.867500567704723,0.00226757369614511
37,10,"Gasparini",2012,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia reticulata","reproductive sucess (nº offspring)","direct","male harassment","NA (8x)",-0.17499612813403,0.0652600026765042,-0.0258827144200996,0.0880492527768781,-0.190353728491219,0.0333333333333333,1,20.1,22.7,"High","yes","indirect","no","viviparous",1,0,"text",540,730,-2.6,-0.121645109422327,"Poecilia reticulata",0.205258190472595,-0.301475394584117,0.0645161290322581,12.1532631578947,11.8427396491228,"pass","X_C",72.16,67,"sd_C",65.5882641941377,"N_C",31,"37_10",4.20006344713268,0.0166666666666667,4.27888587575437,0.0266500195426768
37,10,"Gasparini",2012,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia reticulata","reproductive sucess (nº offspring)","direct","male harassment","NA (8x)",-0.17499612813403,0.0652600026765042,-0.0258827144200996,0.0880492527768781,-0.190353728491219,0.0333333333333333,1,20.1,22.7,"High","yes","indirect","no","viviparous",1,0,"text",540,730,-2.6,-0.121645109422327,"Poecilia reticulata",0.205258190472595,-0.301475394584117,0.0645161290322581,12.1532631578947,11.8427396491228,"pass","X_T",85.06,68,"sd_T",79.3406421703278,"N_T",31,"37_10",4.3904171756239,0.0166666666666667,4.44335688982549,0.028065899900868
38,10,"Gasparini",2012,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia reticulata","survival","direct","male harassment","NA (8x)",0.0243879348037803,0.0650072226328405,0.0440581264921788,0.0535569956049965,0.057890925165585,0.0333333333333333,1,20.1,22.7,"High","yes","indirect","no","viviparous",1,0,"text",540,730,-2.6,-0.121645109422327,"Poecilia reticulata",0.205258190472595,-0.301475394584117,0.0645161290322581,19.309469801752,20.1792281387395,"pass","X_C",211.1,69,"sd_C",120.764809029783,"N_C",31,"38_10",4.81051159374802,0.0166666666666667,5.35233195485428,0.0105570514332338
38,10,"Gasparini",2012,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia reticulata","survival","direct","male harassment","NA (8x)",0.0243879348037803,0.0650072226328405,0.0440581264921788,0.0535569956049965,0.057890925165585,0.0333333333333333,1,20.1,22.7,"High","yes","indirect","no","viviparous",1,0,"text",540,730,-2.6,-0.121645109422327,"Poecilia reticulata",0.205258190472595,-0.301475394584117,0.0645161290322581,19.309469801752,20.1792281387395,"pass","X_T",208.2,70,"sd_T",113.972136507131,"N_T",31,"38_10",4.75262066858244,0.0166666666666667,5.33849915618087,0.00966661083842947
39,11,"Lange",2012,"Gastropoda","Cephalaspidea","Gastropteridae","Siphopteron","Siphopteron quadrispinosum","fecundity (nº eggs)","direct","mating rate","3x",-0.137094649243287,0.0651624469063887,0.338339263405632,0.0792186853576945,0.223143551314205,0.0333333333333333,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",1,1,"fig2b",NA,NA,NA,NA,"Siphopteron quadrispinosum",NA,NA,0.0645161290322581,11.3749333333334,15.9546666666665,"pass","X_C",1451.47679324895,71,"sd_C",1409.56059818481,"N_C",31,"39_11",7.26769996897834,0.0166666666666667,7.28033679522041,0.0304218496484582
39,11,"Lange",2012,"Gastropoda","Cephalaspidea","Gastropteridae","Siphopteron","Siphopteron quadrispinosum","fecundity (nº eggs)","direct","mating rate","3x",-0.137094649243287,0.0651624469063887,0.338339263405632,0.0792186853576945,0.223143551314205,0.0333333333333333,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",1,1,"fig2b",NA,NA,NA,NA,"Siphopteron quadrispinosum",NA,NA,0.0645161290322581,11.3749333333334,15.9546666666665,"pass","X_T",1628.69198312236,72,"sd_T",1127.64847854786,"N_T",31,"39_11",7.04455641766414,0.0166666666666667,7.39553250731183,0.015463502375903
40,11,"Lange",2012,"Gastropoda","Cephalaspidea","Gastropteridae","Siphopteron","Siphopteron quadrispinosum","fecundity","direct","mating rate","9x",0.222598734470577,0.0654645415286732,0.199613053904006,0.084163346247098,0.405465108108156,0.0333333333333333,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",2,1,"fig2b",NA,NA,NA,NA,"Siphopteron quadrispinosum",NA,NA,0.0645161290322581,11.3749333333334,13.8879999999999,"pass","X_C",1451.47679324895,73,"sd_C",1409.56059818481,"N_C",31,"40_11",7.26769996897834,0.0166666666666667,7.28033679522041,0.0304218496484582
40,11,"Lange",2012,"Gastropoda","Cephalaspidea","Gastropteridae","Siphopteron","Siphopteron quadrispinosum","fecundity","direct","mating rate","9x",0.222598734470577,0.0654645415286732,0.199613053904006,0.084163346247098,0.405465108108156,0.0333333333333333,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",2,1,"fig2b",NA,NA,NA,NA,"Siphopteron quadrispinosum",NA,NA,0.0645161290322581,11.3749333333334,13.8879999999999,"pass","X_T",1181.43459915612,74,"sd_T",939.70706545655,"N_T",31,"40_11",6.86223486087019,0.0166666666666667,7.07448474101626,0.0204081632653063
41,11,"Lange",2012,"Gastropoda","Cephalaspidea","Gastropteridae","Siphopteron","Siphopteron quadrispinosum","eggs per egg mass","direct","mating rate","3x",-0.21567703653231,0.0653898879587275,0.359371039370861,0.0898589775747194,0.160342650075182,0.0333333333333333,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",1,2,"fig2b",NA,NA,NA,NA,"Siphopteron quadrispinosum",NA,NA,0.0645161290322581,10.1771851851852,14.5780869565218,"pass","X_C",355.128205128205,75,"sd_C",385.460609734386,"N_C",31,"41_11",5.97110567477201,0.0166666666666667,5.87247886548584,0.0380038837988244
41,11,"Lange",2012,"Gastropoda","Cephalaspidea","Gastropteridae","Siphopteron","Siphopteron quadrispinosum","eggs per egg mass","direct","mating rate","3x",-0.21567703653231,0.0653898879587275,0.359371039370861,0.0898589775747194,0.160342650075182,0.0333333333333333,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",1,2,"fig2b",NA,NA,NA,NA,"Siphopteron quadrispinosum",NA,NA,0.0645161290322581,10.1771851851852,14.5780869565218,"pass","X_T",433.333333333333,76,"sd_T",328.35533421818,"N_T",31,"41_11",5.81076302469683,0.0166666666666667,6.07150725478152,0.0185217604425615
42,11,"Lange",2012,"Gastropoda","Cephalaspidea","Gastropteridae","Siphopteron","Siphopteron quadrispinosum","eggs per egg mass","direct","mating rate","9x",0.197375193276047,0.0653993977961522,0.360324964846229,0.0898236745036569,0.554996842079128,0.0333333333333333,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",2,2,"fig2b",NA,NA,NA,NA,"Siphopteron quadrispinosum",NA,NA,0.0645161290322581,10.1771851851852,14.592,"pass","X_C",355.128205128205,77,"sd_C",385.460609734386,"N_C",31,"42_11",5.97110567477201,0.0166666666666667,5.87247886548584,0.0380038837988244
42,11,"Lange",2012,"Gastropoda","Cephalaspidea","Gastropteridae","Siphopteron","Siphopteron quadrispinosum","eggs per egg mass","direct","mating rate","9x",0.197375193276047,0.0653993977961522,0.360324964846229,0.0898236745036569,0.554996842079128,0.0333333333333333,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",2,2,"fig2b",NA,NA,NA,NA,"Siphopteron quadrispinosum",NA,NA,0.0645161290322581,10.1771851851852,14.592,"pass","X_T",292.307692307692,78,"sd_T",221.282942625296,"N_T",31,"42_11",5.41610883269289,0.0166666666666667,5.67780698825294,0.018486457371499
43,12,"Smolensky",2009,"Gastropoda","Limapontioidea","Limapontiidae","Alderia","Alderia willowi","fecundity (nº eggs)","direct","mating rate/interactions",NA,0.87695140975285,0.395640650594954,0.816446050485005,0.266569132788723,1.20114071123596,0.225,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",1,1,"fig3a",NA,NA,NA,NA,"Alderia willowi",NA,NA,0.366666666666667,10.4142857142857,21.8783068783069,"pass","X_C",395.765472312704,79,"sd_C",178.724984489717,"N_C",6,"43_12",5.28584822486996,0.1,5.98082179417554,0.0339893986350318
43,12,"Smolensky",2009,"Gastropoda","Limapontioidea","Limapontiidae","Alderia","Alderia willowi","fecundity (nº eggs)","direct","mating rate/interactions",NA,0.87695140975285,0.395640650594954,0.816446050485005,0.266569132788723,1.20114071123596,0.225,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",1,1,"fig3a",NA,NA,NA,NA,"Alderia willowi",NA,NA,0.366666666666667,10.4142857142857,21.8783068783069,"pass","X_T",269.381107491857,80,"sd_T",52.4419851400602,"N_T",5,"43_12",4.084707513634,0.125,5.59612713342459,0.00757973415369137
44,12,"Smolensky",2009,"Gastropoda","Limapontioidea","Limapontiidae","Alderia","Alderia willowi","fecundity (nº eggs)","direct","mating rate/interactions",NA,-0.172041247421309,0.39319094056017,-0.35590560906152,0.266930228924484,-0.419347037384719,0.225,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",1,1,"fig3a",NA,NA,NA,NA,"Alderia willowi",NA,NA,0.366666666666667,17.1,11.1233211233211,"pass","X_C",278.501628664495,81,"sd_C",76.5964219241647,"N_C",6,"44_12",4.43855036448276,0.1,5.62942390733765,0.0126069559864574
44,12,"Smolensky",2009,"Gastropoda","Limapontioidea","Limapontiidae","Alderia","Alderia willowi","fecundity (nº eggs)","direct","mating rate/interactions",NA,-0.172041247421309,0.39319094056017,-0.35590560906152,0.266930228924484,-0.419347037384719,0.225,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",1,1,"fig3a",NA,NA,NA,NA,"Alderia willowi",NA,NA,0.366666666666667,17.1,11.1233211233211,"pass","X_T",296.742671009772,82,"sd_T",113.624301136797,"N_T",5,"44_12",4.85789740186748,0.125,5.69286533566085,0.0293232729380266
45,12,"Smolensky",2009,"Gastropoda","Limapontioidea","Limapontiidae","Alderia","Alderia willowi","fecundity (nº eggs)","direct","mating rate/interactions",NA,0.871050924866066,0.381267462369986,0.421064302216012,0.217335099935676,0.864386863127079,0.1625,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",2,2,"fig3b",NA,NA,NA,NA,"Alderia willowi",NA,NA,0.277777777777778,9.38285714285711,17.0918918918918,"pass","X_C",529.677419354839,83,"sd_C",265.493081798436,"N_C",6,"45_12",5.68158878308614,0.1,6.27226817852127,0.0418728237599793
45,12,"Smolensky",2009,"Gastropoda","Limapontioidea","Limapontiidae","Alderia","Alderia willowi","fecundity (nº eggs)","direct","mating rate/interactions",NA,0.871050924866066,0.381267462369986,0.421064302216012,0.217335099935676,0.864386863127079,0.1625,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",2,2,"fig3b",NA,NA,NA,NA,"Alderia willowi",NA,NA,0.277777777777778,9.38285714285711,17.0918918918918,"pass","X_T",340,84,"sd_T",116.129032258065,"N_T",9,"45_12",4.81720191995906,0.0625,5.82894561761021,0.0129622761756966
46,12,"Smolensky",2009,"Gastropoda","Limapontioidea","Limapontiidae","Alderia","Alderia willowi","fecundity (nº eggs)","direct","mating rate/interactions",NA,0.637401737361416,0.291720745734819,-0.395579017662347,0.210571380413619,-0.113939259666528,0.1625,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",2,2,"fig3b",NA,NA,NA,NA,"Alderia willowi",NA,NA,0.277777777777778,14.08,11.3342816500712,"pass","X_C",283.870967741936,85,"sd_C",94.8189577851557,"N_C",6,"46_12",4.65196936590498,0.1,5.64851979598115,0.0185950413223141
46,12,"Smolensky",2009,"Gastropoda","Limapontioidea","Limapontiidae","Alderia","Alderia willowi","fecundity (nº eggs)","direct","mating rate/interactions",NA,0.637401737361416,0.291720745734819,-0.395579017662347,0.210571380413619,-0.113939259666528,0.1625,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",2,2,"fig3b",NA,NA,NA,NA,"Alderia willowi",NA,NA,0.277777777777778,14.08,11.3342816500712,"pass","X_T",214.193548387097,86,"sd_T",110.322580645161,"N_T",9,"46_12",4.7659086255715,0.0625,5.36688003798533,0.0294763390913048
47,12,"Smolensky",2009,"Gastropoda","Limapontioidea","Limapontiidae","Alderia","Alderia willowi","fecundity (nº eggs)","direct","mating rate/interactions",NA,-0.565390267546922,0.20636567681292,-0.173343449445657,0.137245472774969,-0.387939940181409,0.1125,0,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",3,3,"fig3c",NA,NA,NA,NA,"Alderia willowi",NA,NA,0.202020202020202,18.2918918918919,16.875720164609,"pass","X_C",313.333333333333,87,"sd_C",100,"N_C",9,"47_12",4.66767018598809,0.0625,5.74726758659594,0.0113173381620643
